Date,ret,Vol,price
2003-01-07,0.0246232742646502,14614,4687
2003-01-08,-0.007925499341302709,21966,4650
2003-01-09,0.0244303175068996,14066,4765
2003-01-10,0.0783241989158352,14898,4845
2003-01-13,0.00473592978255155,15346,4868
2003-01-14,0.0317422788198591,7170,5025
2003-01-15,0.0124593720926818,5638,5088
2003-01-16,-0.0194489162743938,15161,4990
2003-01-17,-0.012096921708828002,15063,4930
2003-01-20,0.103499796702122,11749,4892
2003-01-21,0.0154161268062527,19909,4968
2003-01-22,-0.0117434028247487,15666,4910
2003-01-23,0.0177638906063322,19929,4998
2003-01-24,0.017257197087762,14151,5085
2003-01-27,-0.0140610297644219,14373,5014
2003-01-28,-0.0114332806976645,11263,4957
2003-02-06,0.126962243889054,14078,5007
2003-02-07,-0.0461872037038429,18974,4781
2003-02-10,-0.22625901805964302,12415,4679
2003-02-11,-0.00213949589527829,13808,4669
2003-02-12,-0.0107666845403322,15989,4619
2003-02-13,-0.00195037443991097,17777,4610
2003-02-14,-0.0214873428127991,14580,4512
2003-02-17,0.0149584839303358,15292,4580
2003-02-18,0.0220263709426245,6717,4682
2003-02-19,-0.000427259139163638,5247,4680
2003-02-20,-0.0312525435041042,16371,4536
2003-02-21,0.00659198168215269,11619,4566
2003-02-24,0.00196915061988179,15679,4575
2003-02-25,-0.007679686674228141,18875,4540
2003-02-26,-0.0133039656263634,14991,4480
2003-02-27,-0.0157483569681389,18702,4410
2003-03-03,-0.0096100862518238,15329,4453
2003-03-04,0.0114982666873722,12700,4461
2003-03-05,-0.0137684152219109,13659,4400
2003-03-06,0.0022701485345386603,10631,4410
2003-03-07,-0.0141587201997915,16370,4348
2003-03-10,-0.0876010052556104,11452,4380
2003-03-11,-0.024264621999631003,18339,4275
2003-03-12,-0.0035149421074454103,14060,4260
2003-03-13,0.0030469963806094603,21863,4273
2003-03-14,0.0561958371822513,18010,4520
2003-03-17,-0.0223722977545329,11793,4420
2003-03-18,0.00698909394411018,10169,4451
2003-03-19,0.0178138756512851,3633,4531
2003-03-20,0.0063799578412933,29044,4560
2003-03-21,0.00306547207429375,10605,4574
2003-03-24,0.012168772497553002,12320,4630
2003-03-25,-0.0389788417585759,14576,4453
2003-03-26,0.0104993704367082,10054,4500
2003-03-27,-0.00982589415129098,13048,4456
2003-03-28,0.00893660996640655,13303,4496
2003-03-31,-0.009703336880811259,20548,4410
2003-04-01,-0.0202120947411881,11775,4261
2003-04-02,-0.0793782737198629,19249,4285
2003-04-03,0.0467047289766107,16437,4383
2003-04-04,0.017090431190125,29045,4308
2003-04-07,0.0438258350166532,24866,4501
2003-04-08,-0.00400712913749324,23023,4483
2003-04-09,0.00711272169564658,13515,4515
2003-04-10,0.0527941623584223,23910,4492
2003-04-11,0.0073195402756915905,15063,4525
2003-04-14,-0.0008843688394204461,17139,4521
2003-04-15,-0.0093334010873054,6617,4479
2003-04-16,0.0068973462894241794,9014,4510
2003-04-17,0.009489202838057759,15211,4553
2003-04-18,0.0187124694169611,19087,4639
2003-04-21,0.0817466675495222,14028,4650
2003-04-22,-0.00647251450561903,18081,4620
2003-04-23,-0.004338401598596771,18575,4600
2003-04-24,-0.00435730536895562,33455,4580
2003-04-25,-0.0630839754265775,29307,4300
2003-04-28,-0.030459207484709,29743,4171
2003-04-29,0.0028728772452542,27083,4183
2003-04-30,-0.0343500933326553,30524,4235
2003-05-02,-0.0311775851996252,23190,4105
2003-05-05,-0.0620801446619925,21099,4200
2003-05-06,0.00118976813558902,19165,4205
2003-05-07,0.0,21543,4205
2003-05-08,0.00640040113108675,19439,4232
2003-05-09,-0.017881034285498,26441,4157
2003-05-12,-0.0663859260598123,20058,4225
2003-05-13,0.0171305374111821,22869,4298
2003-05-14,0.0044109183530221,15350,4317
2003-05-15,-0.000695168606375418,22175,4314
2003-05-16,0.00485606226554047,20306,4335
2003-05-19,-0.0233382821284884,14173,4235
2003-05-20,0.0212107252842326,8411,4193
2003-05-21,0.00902190354930532,7374,4231
2003-05-22,-0.008545031818760759,26811,4195
2003-05-23,0.0188907624695549,28441,4275
2003-05-26,0.0192291341337043,24792,4358
2003-05-27,0.0213401968908702,16470,4452
2003-05-28,0.0305265906591554,29380,4590
2003-05-29,-0.026491615446977,19267,4470
2003-05-30,-0.00022373867416192203,46576,4469
2003-06-02,-0.098316682880343,35509,4559
2003-06-03,-0.0574570550247859,19167,4650
2003-06-05,-0.0280764304233685,25384,4706
2003-06-06,0.00614343633287007,23063,4735
2003-06-09,-0.0110427964366373,34328,4683
2003-06-10,0.13671371840605,21787,4766
2003-06-11,0.0114739967469344,25452,4821
2003-06-12,-0.000207447360976332,28640,4820
2003-06-13,0.0103200090319895,18023,4870
2003-06-16,-0.000205359893934443,17056,4869
2003-06-17,0.0243469116783377,14696,4989
2003-06-18,0.00619444482473774,11387,5020
2003-06-19,0.00199005040800948,30374,5030
2003-06-20,0.0973221527138346,26259,5025
2003-06-23,-0.00598804184462232,23320,4995
2003-06-24,-0.0222681266057716,25968,4885
2003-06-25,0.00020468734080303401,22985,4886
2003-06-26,0.00510361422155903,20537,4911
2003-06-27,0.00284668756694373,28393,4925
2003-06-30,0.0400475011292745,21108,4840
2003-07-01,0.0401811742484064,36268,4875
2003-07-02,-0.0346833175207966,33444,5072
2003-07-03,-0.0512259066723058,38945,5194
2003-07-04,-0.033109904164041,30814,5139
2003-07-07,0.0152556787044436,37537,5218
2003-07-08,0.0361349061438538,39373,5410
2003-07-09,-0.00947170234567629,29772,5359
2003-07-10,0.0957762716328503,39430,5365
2003-07-11,-0.0300845695102883,30215,5206
2003-07-14,0.0112693390135661,34274,5265
2003-07-15,0.0293836054905352,18194,5422
2003-07-16,-0.0122473232475482,12426,5356
2003-07-17,0.000746547253784868,46382,5360
2003-07-18,-0.0205454404269894,35942,5251
2003-07-21,0.0405695967400153,33340,5282
2003-07-22,-0.0081741734488574,38329,5239
2003-07-23,0.0134611948277641,37156,5310
2003-07-24,0.00282087634164263,40588,5325
2003-07-25,0.0102756625782039,24845,5380
2003-07-28,0.013660910249703,26930,5454
2003-07-29,0.0023807354894653803,39263,5467
2003-07-30,0.0286574312364518,30831,5345
2003-07-31,-0.0061931323028741,32565,5312
2003-08-01,0.0,32894,5359
2003-08-04,-0.0420153120842972,21244,5360
2003-08-05,0.00539586386864954,37517,5389
2003-08-06,-0.0337799831860846,20192,5210
2003-08-07,0.0047869885572247,40112,5235
2003-08-08,0.00874862940229626,28656,5281
2003-08-11,-0.0301187649253318,23654,5200
2003-08-12,0.0114724011622371,25445,5260
2003-08-13,0.0104019850442931,45988,5315
2003-08-14,0.0276481104745763,33203,5464
2003-08-15,0.00474713325295006,35813,5490
2003-08-18,0.0074403754911021,22041,5531
2003-08-19,0.0195154344974267,17227,5640
2003-08-20,-0.0173481950722998,8073,5543
2003-08-21,0.00036075036466343103,45103,5545
2003-08-22,0.0141465337060325,35145,5624
2003-08-25,-0.0026707039821634,34143,5609
2003-08-26,0.00373699162539864,38890,5630
2003-08-27,-0.0089206657583798,28152,5580
2003-08-28,-0.00377054042188618,30378,5559
2003-08-29,0.0055610511956754,45482,5590
2003-09-01,0.07459477441344299,29607,5690
2003-09-02,-0.00816189301282044,29132,5735
2003-09-03,0.0192145649446243,34695,5780
2003-09-04,-0.00105671020752318,33084,5675
2003-09-05,0.0008806693655945,41855,5680
2003-09-08,-0.0019384973908938,46555,5669
2003-09-09,0.0207740734270701,39280,5788
2003-09-10,-0.00211119008745975,36114,5678
2003-09-12,-0.00600602406021267,27882,5644
2003-09-15,0.00459608374909415,20867,5670
2003-09-16,-0.00619197024792228,26867,5635
2003-09-17,0.0215930446982444,12218,5758
2003-09-18,-0.0013903373807249199,38488,5750
2003-09-19,0.00554978878489543,36540,5782
2003-09-22,-0.00314355829949875,31598,5717
2003-09-23,-0.0063169187068457,24963,5681
2003-09-24,0.0073658698519754,33698,5723
2003-09-25,-0.0110692512118735,29743,5660
2003-09-26,0.00141242961334243,29079,5668
2003-09-29,0.000352795911227943,18729,5670
2003-09-30,-0.0172764091092965,21026,5681
2003-10-01,0.165923410984318,25553,5625
2003-10-02,-0.0700635794918885,37650,5663
2003-10-03,-0.0771556125931099,26731,5710
2003-10-06,-0.0588405000229333,36776,5775
2003-10-07,0.0117061071644429,20643,5843
2003-10-08,0.00119729767146559,23986,5850
2003-10-09,-0.00342466088136462,25170,5830
2003-10-13,0.05448818528407,25046,5940
2003-10-14,0.0153694973311023,18613,6032
2003-10-15,-0.00531916147760114,11556,6000
2003-10-16,-0.00585041367817496,34726,5965
2003-10-17,0.0181083110736768,16855,6074
2003-10-20,0.0677560129495554,23731,6060
2003-10-21,0.00625104848483993,33613,6098
2003-10-22,-0.0070764715610067705,23581,6055
2003-10-23,-0.0124638090425151,31506,5980
2003-10-24,-0.0025115124126617898,17700,5965
2003-10-27,0.00167504226769566,16968,5975
2003-10-28,0.00484181595364142,40874,6004
2003-10-29,0.0269487224898128,27983,6168
2003-10-30,0.074233058150508,26265,6150
2003-10-31,-0.00407332538763683,32531,6125
2003-11-03,0.040355173153328,31713,6068
2003-11-04,0.0166697764310104,26749,6170
2003-11-05,-0.00666723341370279,29556,6129
2003-11-06,0.008448466173542,45339,6181
2003-11-07,-0.0239042161276419,30177,6035
2003-11-10,0.0340616303432544,28387,6032
2003-11-11,-0.0018252722233445,30237,6021
2003-11-12,0.00149365225678366,23476,6030
2003-11-13,0.00661159433231262,25553,6070
2003-11-14,-0.000329543585120717,22455,6068
2003-11-17,-0.00827408327843315,24092,6018
2003-11-18,-0.00666891434610761,19621,5978
2003-11-19,-0.0131337129500722,19590,5900
2003-11-20,0.0025391465186768197,28598,5915
2003-11-21,-0.0107080142724723,28996,5852
2003-11-24,-0.00119688823384578,15635,5845
2003-11-25,0.0134253014815204,26658,5924
2003-11-26,-0.00456814938718608,14552,5897
2003-11-27,-0.000339213029032948,31806,5895
2003-11-28,-0.0114306456563753,23855,5828
2003-12-01,-0.0429991764491557,35119,5781
2003-12-02,0.0216197032486001,22366,5938
2003-12-03,0.008819595839394621,19160,5922
2003-12-04,0.000169505890735167,24327,5900
2003-12-05,0.00473453708211302,20587,5928
2003-12-08,-0.0108549234094362,17369,5864
2003-12-09,0.000511465359371854,18817,5867
2003-12-10,0.00672358364300862,19837,5820
2003-12-11,0.00343053509678803,19515,5840
2003-12-12,0.0166415795014334,23749,5938
2003-12-15,-0.00134816333193477,22083,5930
2003-12-16,-0.00642871440924964,15625,5892
2003-12-17,0.00220395104894067,18191,5905
2003-12-18,-0.0205310890036845,19272,5785
2003-12-19,0.0044843124473281605,24275,5811
2003-12-22,-0.0217918054777488,28628,5810
2003-12-23,0.0068610903799459794,14754,5850
2003-12-24,-0.000855066319733311,28124,5845
2003-12-25,0.00256300866488957,17483,5860
2003-12-26,0.0017050302510828199,17939,5870
2003-12-29,0.0,19040,5870
2003-12-30,-0.008819595839394621,31898,5870
2003-12-31,0.00492821118093367,16172,5899
2004-01-02,-0.0701898948814943,40340,5900
2004-01-05,-0.0412828695325285,32440,6074
2004-01-06,0.0160055678773574,27231,6172
2004-01-07,-0.00145926252080741,44225,6163
2004-01-08,0.0040482607307144,26881,6188
2004-01-09,0.0144395257089407,32732,6278
2004-01-12,0.0780738364774543,16269,6258
2004-01-13,0.004782409880213829,24587,6288
2004-01-14,-0.007662872745568091,33200,6240
2004-01-15,0.0114724011622371,18596,6312
2004-01-16,0.00268966224959399,17175,6329
2004-01-27,0.0695576837019107,15779,6325
2004-01-28,0.00708943497048686,24205,6370
2004-01-29,-0.00598332756530517,29564,6332
2004-01-30,-0.000315905862681376,24339,6330
2004-02-02,-0.0422327636232733,24701,6375
2004-02-03,-0.0688447123637825,28982,6300
2004-02-04,-0.00876848981994627,20372,6245
2004-02-05,-0.00529823829109866,33174,6212
2004-02-06,0.0108870751936649,38273,6280
2004-02-09,0.0201772292859523,28972,6408
2004-02-10,0.0943208765640495,27112,6466
2004-02-11,0.0032424949276777,29140,6487
2004-02-12,0.000154142582193373,70687,6488
2004-02-13,-0.00820247576502275,41895,6435
2004-02-16,0.017713208599071,22087,6550
2004-02-17,0.0045696956900656,18516,6580
2004-02-18,0.00575846416219505,12416,6618
2004-02-19,0.00482364516834188,33802,6650
2004-02-20,0.0474821195094162,20908,6685
2004-02-23,0.0019427638181071,28059,6698
2004-02-24,-0.0034397700857002897,30465,6675
2004-02-25,-0.00450451212110359,25951,6645
2004-02-26,0.00928706495239062,29217,6707
2004-02-27,0.006242588643669221,27525,6749
2004-03-01,0.0637774638166402,38022,6830
2004-03-02,0.0247354767752075,40356,6999
2004-03-03,0.0958924876059495,31199,7043
2004-03-04,0.0758846975248737,43307,7020
2004-03-05,0.0232323014932678,61841,7185
2004-03-08,-0.010493275715838,42972,7110
2004-03-09,-0.0242004692964368,35887,6940
2004-03-10,0.0274385444550216,45940,7020
2004-03-11,-0.0197086146214929,37322,6883
2004-03-12,-0.0121319912341669,32124,6800
2004-03-15,0.00951342703787361,43871,6865
2004-03-16,-0.0537112111687748,39641,6506
2004-03-17,0.009027679703599741,17802,6565
2004-03-18,0.016766498044829,55473,6676
2004-03-19,0.0225127991326062,39241,6828
2004-03-22,-0.0969975577625668,4624,6352
2004-03-23,-0.0724623592757023,87984,5908
2004-03-24,0.0363978690743849,52640,6127
2004-03-25,0.00861303772608224,36784,6180
2004-03-26,0.00323102058144542,43008,6200
2004-03-29,0.031592436106277995,42481,6399
2004-03-30,-0.0902823747151835,33744,6435
2004-03-31,0.0111266794647573,42088,6507
2004-04-01,-0.0696620949553406,30174,6473
2004-04-02,-0.0521569854866151,28722,6481
2004-04-05,0.0308050052593316,49188,6560
2004-04-06,0.0252873197146481,35139,6728
2004-04-07,-0.0115107033683621,21234,6651
2004-04-08,0.00270270434788422,19851,6669
2004-04-09,-0.00120030021912676,27818,6661
2004-04-12,0.0266763779897747,39532,6648
2004-04-13,0.0240760626082732,27463,6810
2004-04-14,-0.00574333365791269,41317,6771
2004-04-15,0.0184377479456455,50876,6897
2004-04-16,-0.023620257509128,38826,6736
2004-04-19,0.0135655279921689,27262,6828
2004-04-20,0.051570990743798,21650,6824
2004-04-21,-0.00131974504088106,10576,6815
2004-04-22,0.00658137658929725,65604,6860
2004-04-23,-0.0124680749720287,30451,6775
2004-04-26,-0.0035487247060324,21921,6751
2004-04-27,-0.0057936728948266795,40628,6712
2004-04-28,-0.00792764603642127,33440,6659
2004-04-29,-0.0157412059128212,55097,6555
2004-04-30,-0.0300425195189966,73742,6361
2004-05-03,-0.000495744866800152,40741,6050
2004-05-04,0.007261956323683091,39031,6081
2004-05-05,0.008840922024901941,64666,6135
2004-05-06,-0.0566695358052787,61689,5797
2004-05-07,0.000517375194776903,43348,5800
2004-05-10,-0.116751440625341,40211,5927
2004-05-11,-0.0189054425744821,55207,5816
2004-05-12,0.0190741477625682,38234,5928
2004-05-13,-0.00135043909787314,38907,5920
2004-05-14,-0.0020290842267805,45489,5908
2004-05-17,-0.0367187677699867,45297,5695
2004-05-18,-0.0478336419758314,31290,5429
2004-05-19,0.0295820500081945,17439,5592
2004-05-20,0.0322012514763479,64609,5775
2004-05-21,-0.007124888946679059,53126,5734
2004-05-24,0.0248032005355476,46743,5878
2004-05-25,-0.0150842764118213,38555,5790
2004-05-26,0.0356271776431498,39340,6000
2004-05-27,0.00166527931906124,26676,6010
2004-05-28,0.007129268362435329,29754,6053
2004-05-31,-0.002151072228461,35230,6037
2004-06-01,0.0221662954572608,41622,5930
2004-06-02,0.0488585308885394,32455,5851
2004-06-03,0.0389317972051746,47981,5814
2004-06-04,-0.00921828899707577,39912,5615
2004-06-07,0.0127412801342555,45734,5687
2004-06-08,0.0452083512328763,39145,5950
2004-06-09,0.00151146220730425,25187,5959
2004-06-10,-0.00405542968790229,43557,5906
2004-06-11,-0.0215651006374458,33329,5780
2004-06-14,-0.0153420024566806,38014,5692
2004-06-15,-0.0270671794684123,30121,5540
2004-06-16,0.0214293914558983,17950,5660
2004-06-17,-0.0378082835399383,62878,5450
2004-06-18,0.0221384472424067,45800,5572
2004-06-21,-0.0438459890649945,43530,5600
2004-06-23,-0.00447428039492159,46538,5575
2004-06-24,0.0256764880455229,33946,5720
2004-06-25,-0.0056101128907659606,35556,5688
2004-06-28,0.008054674960238371,35960,5734
2004-06-29,-0.0250763625296688,29181,5592
2004-06-30,-0.0256089249492018,40247,5667
2004-07-01,-0.0280797824176844,26725,5794
2004-07-02,0.023221275608865,25930,5620
2004-07-05,0.0448834377623228,24339,5582
2004-07-06,0.00714033737020969,27541,5622
2004-07-07,-0.0128895447259971,37027,5550
2004-07-08,0.0159088170667019,26283,5639
2004-07-09,0.000354609932795569,38772,5641
2004-07-12,-0.0105839454209118,22357,5733
2004-07-13,-0.00823194069743849,19661,5686
2004-07-14,-0.00759117424180467,32519,5643
2004-07-15,-0.00729216214908668,33894,5602
2004-07-16,-0.0181937829445946,28871,5501
2004-07-19,-0.00181950559658617,27613,5491
2004-07-20,-0.0288828741487865,25758,5460
2004-07-21,-0.0190446728579907,13849,5357
2004-07-22,-0.0203665346286606,34720,5249
2004-07-23,0.0079696816518311,29972,5291
2004-07-26,-0.0115959858451617,19390,5230
2004-07-27,0.00761908447643833,44806,5270
2004-07-28,0.0239981520425427,27777,5398
2004-07-29,-0.00799781069610184,29294,5355
2004-07-30,-0.00336700654790434,33673,5337
2004-08-02,-0.0193494408906467,25760,5323
2004-08-03,-0.0892081454864257,23697,5305
2004-08-04,-0.0937505226126785,25644,5250
2004-08-05,0.00171281800367495,51427,5259
2004-08-06,0.0143479901465096,30009,5335
2004-08-09,-0.006582064195640671,27565,5300
2004-08-10,-0.0464440441494887,23213,5385
2004-08-11,0.00278164296187811,33885,5400
2004-08-12,-0.0168071183163825,19967,5310
2004-08-13,-0.0018850146957714,34742,5300
2004-08-16,0.00733154895997323,14680,5339
2004-08-17,0.00429867029571973,18196,5362
2004-08-18,-0.0063611065756799,18011,5328
2004-08-19,0.0184105618431794,40525,5427
2004-08-20,0.0403183922501658,36137,5542
2004-08-23,0.0127298895192762,23079,5613
2004-08-26,0.0192330586678562,35392,5722
2004-08-27,0.0135395229244537,23284,5800
2004-08-30,0.0909307987978725,18023,5810
2004-08-31,-0.007601971647609671,52609,5766
2004-09-01,0.0901510969942976,34567,5800
2004-09-02,-0.00170794234515625,26755,5850
2004-09-03,-0.00426439878645724,45361,5850
2004-09-06,-0.0231949235454199,28759,5753
2004-09-07,0.00312391784767385,33963,5771
2004-09-08,0.0135962855149359,31458,5850
2004-09-09,-0.00651691553572853,23185,5812
2004-09-10,0.0077286773716593905,28530,5845
2004-09-13,0.00936575598764122,24950,5900
2004-09-14,0.00827078729409436,19073,5949
2004-09-15,-0.0043800609109396794,13081,5923
2004-09-16,-0.0124014160510626,27198,5850
2004-09-17,0.00170794234515625,26662,5860
2004-09-20,-0.0063448725245525105,27601,5813
2004-09-21,0.00907618183604697,37292,5866
2004-09-22,0.0150582322520041,19250,5955
2004-09-23,-0.0109752051437688,19885,5890
2004-09-24,0.004235499766855,27518,5915
2004-09-27,-0.00610481801023255,16317,5879
2004-09-29,-0.000680619389894943,21886,5875
2004-09-30,0.00647472018281015,27124,5888
2004-10-01,-0.0619296303447303,33218,5901
2004-10-04,0.05986952617821299,31836,6040
2004-10-05,0.0103764416156338,15690,6103
2004-10-06,0.00114631962114586,39947,6110
2004-10-07,0.00212539931231426,25574,6123
2004-10-08,-0.00212539931231426,18294,6110
2004-10-11,0.0344775592813544,25498,6108
2004-10-12,-0.00459469137831015,32982,6080
2004-10-13,-0.00991743665734468,23959,6020
2004-10-14,-0.0116960397631924,40855,5950
2004-10-15,-0.0244993539551004,29951,5806
2004-10-18,0.000688705261381983,18174,5810
2004-10-19,0.0077154261858609595,23608,5855
2004-10-20,-0.0108183419662655,15247,5792
2004-10-21,0.0031029157804045603,34435,5810
2004-10-22,0.00171969087952739,25199,5820
2004-10-26,-0.0194315621287569,26563,5708
2004-10-27,-0.00456541618259365,30301,5682
2004-10-28,0.00316289140850756,31206,5700
2004-10-29,-0.00193168907199315,21774,5689
2004-11-01,-0.0692851751340591,24525,5701
2004-11-02,-0.0730973351137596,31618,5657
2004-11-03,-0.00833338155914376,43060,5736
2004-11-04,0.00948201225416234,26726,5828
2004-11-05,0.0124479397420725,30446,5901
2004-11-08,0.00405885894616453,17358,5925
2004-11-09,-0.000675333471557238,27268,5921
2004-11-10,0.0461053293550666,31408,5970
2004-11-11,-0.0036918988066023703,29323,5948
2004-11-12,-0.0047185797019953,29339,5920
2004-11-15,0.00974961496583227,24579,5978
2004-11-16,-0.00553553371899973,19583,5945
2004-11-17,-0.00759817923107242,18339,5900
2004-11-18,0.0300523450664016,29707,6080
2004-11-19,0.000986355496703339,22611,6086
2004-11-22,0.0565296930694874,44598,5986
2004-11-23,-0.0231527029696181,33263,5849
2004-11-24,-0.00222507580034836,31576,5836
2004-11-25,0.013276790769746001,28150,5914
2004-11-26,-0.00321788744095208,53585,5895
2004-11-29,-0.0190090491328707,25406,5784
2004-11-30,0.00642977278147683,44352,5773
2004-12-01,-0.0340122101226736,32051,5723
2004-12-02,-0.0257828756514833,28912,5858
2004-12-03,-0.0284776362928163,26316,5885
2004-12-06,-0.0476878307857156,25694,5835
2004-12-07,0.00768249617201633,15602,5880
2004-12-08,-0.00255427980509637,17107,5865
2004-12-09,0.00323432063375328,17047,5884
2004-12-10,0.030459207484709,16740,5900
2004-12-13,-0.00169635324817818,51128,5890
2004-12-14,0.0013573127295885,14177,5898
2004-12-15,0.00894596226963174,14600,5951
2004-12-16,0.00903318286923138,21458,6005
2004-12-17,0.000998668525078017,13086,6011
2004-12-20,0.0106971051440965,25321,5921
2004-12-21,0.00924609428087741,13598,5976
2004-12-22,0.00650490159612716,30431,6015
2004-12-23,0.00315379131022731,23284,6034
2004-12-24,-0.00431822627503564,23814,6008
2004-12-27,0.00448394008765973,16581,6035
2004-12-28,-0.00448394008765973,13824,6008
2004-12-29,0.00779246254322175,29184,6055
2004-12-30,0.0401352676983429,12968,6126
2004-12-31,-0.000979911886348717,29454,6120
2005-01-03,0.0604831605210201,20319,6185
2005-01-04,0.041873537162222994,38182,6145
2005-01-05,-0.0220476189609737,25857,6011
2005-01-06,-0.000499209595190564,14673,6008
2005-01-07,0.0016630637460188801,37209,6018
2005-01-10,0.026822181696473997,14801,5970
2005-01-11,0.00267648202599524,22853,5986
2005-01-12,-0.00100284146796525,38093,5980
2005-01-13,-0.0100841190666277,33987,5920
2005-01-14,-0.0125787822068588,31644,5846
2005-01-17,0.0147723205874524,25354,5933
2005-01-18,0.0037012155307572,16502,5955
2005-01-19,0.0016778527426151199,19517,5965
2005-01-20,-0.0162247939736826,39970,5869
2005-01-21,0.000340715505851463,28331,5871
2005-01-24,-0.000340715505851463,31954,5869
2005-01-25,-0.0147616824001151,33540,5783
2005-01-26,0.00946569325584079,25518,5838
2005-01-27,0.00205338881184325,18149,5850
2005-01-28,-0.0047978159203339,32141,5822
2005-01-31,-0.0483617999886761,41876,5893
2005-02-01,-0.0451130589538078,18624,5981
2005-02-02,-0.0119285708652743,35326,6000
2005-02-03,-0.0186737612972436,14887,6048
2005-02-14,0.0375731178829675,22508,6210
2005-02-15,-0.0160704700326075,11655,6111
2005-02-16,0.00473431624627274,14578,6140
2005-02-17,-0.00407997301991614,31930,6115
2005-02-18,-0.00705672904580723,24824,6072
2005-02-21,0.0209457645154636,21839,6127
2005-02-22,0.00195662870184066,23003,6139
2005-02-23,-0.0139426518458308,30573,6054
2005-02-24,0.00986201286911559,31205,6114
2005-02-25,0.007820176705832791,34658,6162
2005-03-01,0.0301301189494811,21190,6233
2005-03-02,0.037273417203469,27486,6259
2005-03-03,0.0276364575821955,32997,6200
2005-03-04,0.029838279185304,21080,6191
2005-03-07,0.008684519040444979,22438,6245
2005-03-08,-0.000800961196203431,37801,6240
2005-03-09,-0.0146907154100049,21598,6149
2005-03-10,-0.00853948635711355,26861,6180
2005-03-11,0.00242424361150562,26378,6195
2005-03-14,-0.0030717023586301897,21332,6176
2005-03-15,-0.00275638601756967,30887,6159
2005-03-16,-0.0163696567420537,8474,6059
2005-03-17,-0.008452855501017709,27887,6008
2005-03-18,0.00365509627726013,23502,6030
2005-03-21,-0.0392654497347102,20102,6018
2005-03-22,0.0023236524978020897,32667,6032
2005-03-23,-0.00849085264323612,30170,5981
2005-03-24,0.00483697048469622,23312,6010
2005-03-25,0.000332723343612784,18475,6012
2005-03-28,0.00943637496298955,17906,6069
2005-03-29,-0.00628101238486778,34733,6031
2005-03-30,-0.0399822934044956,19723,5957
2005-03-31,0.008691346705241191,17500,6009
2005-04-01,-0.0231975525094974,31130,6008
2005-04-04,0.0451843163084646,14928,6021
2005-04-06,0.00165947598653915,19640,6031
2005-04-07,-0.00298904241141784,25693,6013
2005-04-08,-0.000831877595597774,13226,6008
2005-04-11,-0.0038355754518981703,13780,5985
2005-04-12,-0.00150489117942065,14469,5976
2005-04-13,0.00484100770143137,11354,6005
2005-04-14,-0.0056780379670922105,16115,5971
2005-04-15,-0.00773373054365933,23431,5925
2005-04-18,-0.0180522613466625,30992,5819
2005-04-19,-0.015936592262813,14912,5727
2005-04-20,0.00938484468861844,12443,5781
2005-04-21,-0.0282450141947379,44013,5620
2005-04-22,0.0225203043111772,28450,5748
2005-04-25,-0.0064578285340513,13763,5711
2005-04-26,0.0047165778764473,26541,5738
2005-04-27,0.0017412506576039996,15266,5748
2005-04-28,-0.0013927578853021301,29571,5740
2005-04-29,0.00260983184237062,18029,5755
2005-05-03,-0.0221662954572608,22478,5800
2005-05-04,-0.0204088716312061,19001,5820
2005-05-05,0.006849341845574839,45967,5860
2005-05-06,0.00849622782908455,21016,5910
2005-05-09,0.004389674447072171,16570,5936
2005-05-10,-0.00986877625606652,17027,5949
2005-05-11,-0.00996714054227255,19109,5890
2005-05-12,0.00254345198582939,15760,5905
2005-05-13,0.00219910432869241,32107,5918
2005-05-16,0.0132607902083564,21380,5997
2005-05-17,-0.00568563404540434,20846,5963
2005-05-18,-0.00909709777743117,11369,5909
2005-05-19,0.00540085701006632,31786,5941
2005-05-20,0.0021857932199811398,18680,5954
2005-05-23,-0.0047138134422119995,26949,5926
2005-05-24,-0.00813288115464772,13417,5878
2005-05-25,0.000340193913809017,38079,5880
2005-05-26,-0.00323652441624311,21920,5861
2005-05-27,0.0117039755153421,30254,5930
2005-05-30,0.0268769367387183,17054,5958
2005-05-31,-0.00302572091653808,29235,5940
2005-06-01,0.0011785505194446,26542,5943
2005-06-02,-0.0370382225698513,30796,5963
2005-06-03,-0.0547525680562018,35747,5988
2005-06-06,-0.0327093755360313,21953,6015
2005-06-07,0.009266986721653941,17739,6071
2005-06-08,-0.00313454022218806,29611,6052
2005-06-09,0.0110098885542946,18592,6119
2005-06-10,0.0327735389627382,23085,6141
2005-06-13,0.005521287166779129,21861,6175
2005-06-14,0.0103110306146093,21001,6239
2005-06-15,-0.000801731783504067,13629,6234
2005-06-16,-0.0135660995267184,33246,6150
2005-06-17,0.00615985089239324,39792,6188
2005-06-20,0.0373613765555358,15910,6190
2005-06-21,0.000161537840590142,18478,6191
2005-06-22,0.00129136418268772,43369,6199
2005-06-23,0.0201220458938014,24590,6325
2005-06-24,-0.0022158920114812,30307,6311
2005-06-27,-0.0103528837412163,25588,6246
2005-06-28,0.00239865790228677,18132,6261
2005-06-29,0.0101701178504108,54328,6325
2005-06-30,0.0372082584052915,20191,6215
2005-07-01,0.0115364022161017,36513,6190
2005-07-04,-0.0179241851592824,19030,6248
2005-07-05,-0.0061005165919976205,26316,6210
2005-07-06,-0.00403389010093491,25189,6185
2005-07-07,-0.0030766763804930303,25910,6166
2005-07-08,0.000648508453338081,23599,6170
