Date,ret,LagVol,price
2001/4/9,-0.016439716,6445,5490
2001/4/10,-0.041567242,4960,5419
2001/4/11,-0.003327175,8005,5401
2001/4/12,0.020887531,11170,5515
2001/4/13,0.008306295,6825,5561
2001/4/16,-0.024760049,5827,5425
2001/4/17,0,3169,5425
2001/4/18,0.010087202,3150,5480
2001/4/19,0.031081277,2374,5653
2001/4/20,-0.023122417,8593,5643
2001/4/23,-0.009794398,5301,5588
2001/4/24,0.005888143,4994,5621
2001/4/25,-0.002137133,6945,5609
2001/4/26,-0.012197461,7221,5541
2001/4/27,-0.003978305,7604,5519
2001/4/30,-0.030855442,6664,5425
2001/5/2,0.057889141,6616,5476
2001/5/3,0.05463745,8831,5360
2001/5/4,0.066176079,7757,5419
2001/5/7,-0.033017443,8663,5243
2001/5/8,0.002286151,9984,5255
2001/5/9,-0.004959949,9282,5229
2001/5/10,-0.054077341,8393,5201
2001/5/11,-0.011408806,5719,5142
2001/5/14,0.006203975,10167,5174
2001/5/15,0.001352004,4409,5181
2001/5/16,-0.00503097,2832,5155
2001/5/17,-0.000970403,3977,5150
2001/5/18,0.003489052,8972,5168
2001/5/21,-0.07329356,8860,5089
2001/5/22,-0.014249202,8173,5017
2001/5/23,-0.007000729,8301,4982
2001/5/24,0.044748439,13619,5210
2001/5/25,-0.003846159,7561,5190
2001/5/28,-0.006960585,5605,5154
2001/5/29,-0.015446587,6652,5075
2001/5/30,-0.052668946,9207,5085
2001/5/31,-0.002559812,6981,5072
2001/6/1,-0.023020651,6268,5110
2001/6/4,0.035303717,7559,5045
2001/6/5,-0.003176497,4319,5029
2001/6/6,0.022220952,6625,5142
2001/6/7,0.00543058,8866,5170
2001/6/8,0.006939118,5343,5206
2001/6/11,0.019572372,8605,5211
2001/6/12,0.009359251,5595,5260
2001/6/13,-0.002855785,6312,5245
2001/6/14,-0.015370139,8148,5165
2001/6/15,-0.010901412,6542,5109
2001/6/18,0.006243923,4086,5141
2001/6/19,-0.014104054,3352,5069
2001/6/20,0.001970832,2393,5079
2001/6/21,0.00019687,3533,5080
2001/6/22,-0.017875352,7865,4990
2001/6/26,-0.005022612,5636,4965
2001/6/27,-0.02756683,5601,4830
2001/6/28,0.005368586,7552,4856
2001/6/29,0.002878883,6273,4870
2001/7/2,0.15848686,7092,4892
2001/7/3,0.137591274,8089,4901
2001/7/4,0.122232171,7356,4815
2001/7/5,-0.013801976,6614,4749
2001/7/6,-0.007821623,6802,4712
2001/7/9,0.002966732,8329,4726
2001/7/10,-0.094407783,5954,4737
2001/7/11,-0.022847156,6315,4630
2001/7/12,-0.004979982,6365,4607
2001/7/13,0.021898685,7551,4709
2001/7/16,-0.049406196,10719,4482
2001/7/17,-0.033347765,6252,4335
2001/7/18,0.001843743,2901,4343
2001/7/19,-0.039450995,2970,4175
2001/7/20,-0.164492884,16640,4150
2001/7/23,0.012452268,12515,4202
2001/7/24,-0.024573629,9226,4100
2001/7/25,-0.015237454,9491,4038
2001/7/26,0.024463059,10670,4138
2001/7/27,0.031635413,15667,4271
2001/7/31,-0.139935391,13902,4261
2001/8/1,-0.095627623,8451,4295
2001/8/2,-0.079094357,9995,4301
2001/8/3,0.045202856,15925,4480
2001/8/6,0.015971546,10484,4481
2001/8/7,-0.020517009,7225,4390
2001/8/8,-0.004108657,11081,4372
2001/8/9,0.021272583,15466,4466
2001/8/10,0.026423134,13186,4410
2001/8/13,0.01328998,13585,4469
2001/8/14,0.012452907,6211,4525
2001/8/15,0.024881249,4329,4639
2001/8/16,-0.012799828,3633,4580
2001/8/17,0.016242913,11838,4655
2001/8/20,0.056279679,10522,4550
2001/8/21,0.000219756,9508,4551
2001/8/22,-0.006613781,10098,4521
2001/8/23,-0.013584442,12233,4460
2001/8/24,-0.001346197,11043,4454
2001/8/27,-0.028235027,12146,4330
2001/8/28,0.002306806,11706,4340
2001/8/29,-0.013454158,10190,4282
2001/8/30,0.000669419,16524,4483
2001/8/31,-0.016417776,12555,4410
2001/9/3,0.212697404,11832,4452
2001/9/4,-0.016761434,9974,4378
2001/9/5,0.012484557,13366,4433
2001/9/6,-0.012941491,12011,4376
2001/9/7,-0.020781168,11239,4286
2001/9/10,-0.048633437,9213,4254
2001/9/11,0.008427016,9007,4290
2001/9/13,-0.105101549,12075,3862
2001/9/14,0.006709703,8221,3888
2001/9/19,-0.073910144,13085,3611
2001/9/20,0.010468415,6457,3649
2001/9/21,-0.053184568,11743,3460
2001/9/24,-0.016905095,5129,3402
2001/9/25,0.069815578,19229,3648
2001/9/26,-0.055804841,20387,3450
2001/9/27,0.040891557,27493,3594
2001/9/28,0.001390241,19145,3599
2001/10/2,-0.040434215,21736,3611
2001/10/3,-0.143661073,16367,3450
2001/10/4,-0.055345845,16320,3620
2001/10/5,-0.034854568,17518,3496
2001/10/8,0.012507269,19351,3540
2001/10/9,0.002539147,11818,3549
2001/10/11,-0.344896821,14637,3698
2001/10/12,0.064656821,15502,3945
2001/10/15,-0.03771108,18317,3799
2001/10/16,-0.021014206,7961,3720
2001/10/17,0.029402197,4642,3831
2001/10/18,-0.029402197,3523,3720
2001/10/19,0.010695289,12810,3760
2001/10/22,0.058880061,18513,3830
2001/10/23,0.029837604,15013,3946
2001/10/24,-0.027230041,15964,3840
2001/10/25,0.034552382,20573,3975
2001/10/26,0.006519582,17294,4001
2001/10/29,-0.004509026,17898,3983
2001/10/30,0.127717423,10957,3920
2001/10/31,-0.024271783,14943,3826
2001/11/1,0.088653683,13964,3878
2001/11/2,-0.125718353,10495,3919
2001/11/5,-0.116176338,15183,3945
2001/11/6,0.026267927,14282,4050
2001/11/7,0.003696862,16440,4065
2001/11/8,0,15674,4065
2001/11/9,-0.010634452,13753,4022
2001/11/12,0.038694927,10665,4031
2001/11/13,0.01697249,11415,4100
2001/11/14,0.006806054,9986,4128
2001/11/15,0.026770241,16826,4240
2001/11/16,0.031343251,15520,4375
2001/11/19,0.015648352,15235,4444
2001/11/20,0.159132237,10122,4595
2001/11/21,-0.033413884,6987,4444
2001/11/22,0.00695148,4576,4475
2001/11/23,-0.008978736,15738,4435
2001/11/26,0.021194324,15000,4530
2001/11/27,0.030437132,14532,4670
2001/11/28,-0.029113505,21840,4536
2001/11/29,-0.037282557,18062,4370
2001/11/30,0.013862283,15103,4431
2001/12/3,-0.173159582,15659,4459
2001/12/4,-0.170676912,15554,4578
2001/12/5,0.051304216,19985,4819
2001/12/6,0.044641212,23573,5039
2001/12/7,0.039113849,19182,5240
2001/12/10,0.278189121,23852,5312
2001/12/11,-0.013646914,20885,5240
2001/12/12,0.010063695,17907,5293
2001/12/13,0.065270352,21496,5650
2001/12/14,-0.056429892,27507,5340
2001/12/17,0.027702603,23316,5490
2001/12/18,0.005449605,15351,5520
2001/12/19,-0.029413885,10630,5360
2001/12/20,-0.030305349,4716,5200
2001/12/21,0.005943839,18097,5231
2001/12/24,-0.030275939,16309,5075
2001/12/25,0.010584183,12684,5129
2001/12/26,0.057028426,18227,5430
2001/12/27,-0.003690041,21540,5410
2001/12/28,-0.020164985,21482,5302
2001/12/31,0.197014608,19487,5430
2002/1/2,0.019435722,14945,5559
2002/1/3,-0.061436369,17435,5650
2002/1/4,-0.025370605,18526,5682
2002/1/7,-0.008306136,16709,5635
2002/1/8,0.031615593,14454,5816
2002/1/9,-0.000171954,16170,5815
2002/1/10,0.306805102,17683,5825
2002/1/11,-0.002406326,16821,5811
2002/1/14,-0.040563897,20219,5580
2002/1/15,-0.005390849,9126,5550
2002/1/16,-0.001442481,8890,5542
2002/1/17,-0.035258886,4463,5350
2002/1/18,0.018885953,14222,5452
2002/1/21,-0.021639175,18983,5440
2002/1/22,0.069923811,18490,5834
2002/1/23,-0.014329119,18058,5751
2002/1/24,0.011754673,23471,5819
2002/1/25,0.005313236,18275,5850
2002/1/28,0.021811669,18584,5979
2002/1/29,0.004838585,11702,6008
2002/1/30,0.014932205,15328,5735
2002/1/31,0.016086138,13052,5828
2002/2/1,0.209663987,14614,5895
2002/2/4,0.049745706,13574,5811
2002/2/5,-0.008468036,10370,5762
2002/2/6,0.023498208,8991,5899
2002/2/18,0.021314896,12373,6022
2002/2/19,-0.009342744,6555,5966
2002/2/20,-0.028563656,5563,5798
2002/2/21,-0.012670481,3461,5725
2002/2/22,-0.024758117,12795,5585
2002/2/25,0.008380186,11520,5632
2002/2/26,-0.009096647,10776,5581
2002/2/27,-0.009361004,13586,5529
2002/3/1,-0.038007684,15385,5679
2002/3/4,-0.066506962,13275,5773
2002/3/5,0.038400913,17472,5999
2002/3/6,-0.006857934,15421,5958
2002/3/7,0.029764102,17052,6138
2002/3/8,-0.012789156,14191,6060
2002/3/11,0.066748175,16795,6071
2002/3/12,0.017794935,17026,6180
2002/3/13,-0.015984682,13902,6082
2002/3/14,-0.006929577,19541,6040
2002/3/15,0.005284028,14467,6072
2002/3/18,-0.023663827,17941,5930
2002/3/19,0.001853256,9746,5941
2002/3/20,-0.00607802,5843,5905
2002/3/21,0.016293297,4264,6002
2002/3/22,0.022406209,16203,6138
2002/3/25,0.002115714,14993,6151
2002/3/26,-0.001627075,14498,6141
2002/3/27,0.012782311,13230,6220
2002/3/28,-0.019645083,19066,6099
2002/3/29,0.011574015,15698,6170
2002/4/1,0.007070653,14768,6103
2002/4/2,-0.029771725,9355,6155
2002/4/3,-0.01126138,16303,6181
2002/4/4,0.009513899,13517,6231
2002/4/8,-0.016015873,15779,6132
2002/4/9,0.005691535,10674,6167
2002/4/10,-0.017187665,16217,5999
2002/4/11,0.007969493,10820,6047
2002/4/12,-0.009470869,10377,5990
2002/4/15,0.028634505,14989,6164
2002/4/16,0.004209169,8364,6190
2002/4/17,0.031016403,5304,6385
2002/4/18,-0.003923112,4979,6360
2002/4/19,-0.002991893,9143,6341
2002/4/22,0.04028245,10000,6408
2002/4/23,-0.004535865,7571,6379
2002/4/24,-0.009608643,9960,6318
2002/4/25,0.010861972,12285,6387
2002/4/26,-0.012287489,13900,6309
2002/4/29,-0.009235734,9162,6251
2002/4/30,-0.001457136,11462,6172
2002/5/2,0.054076303,10990,6117
2002/5/3,0.041599846,14670,5841
2002/5/6,0.024847078,15333,5827
2002/5/7,-0.050327298,14821,5541
2002/5/8,0.036850937,14862,5749
2002/5/9,0.022530835,14136,5880
2002/5/10,-0.071753286,15933,5740
2002/5/13,0.003130982,17718,5758
2002/5/14,0.01071007,9311,5820
2002/5/15,0,6048,5820
2002/5/16,0.009575997,6527,5876
2002/5/17,-0.013880782,14373,5795
2002/5/20,-0.061698028,16087,5751
2002/5/21,-0.044443859,17176,5501
2002/5/22,-0.016495975,16996,5411
2002/5/23,0.020849329,17880,5525
2002/5/24,0,14536,5525
2002/5/27,0.017226337,16556,5621
2002/5/28,0.022690271,9903,5750
2002/5/29,-0.025897686,16936,5603
2002/5/30,-0.051284284,13443,5549
2002/5/31,0.024037479,20349,5684
2002/6/3,0.084940045,13003,5612
2002/6/4,-0.036658069,13742,5410
2002/6/5,0.022481071,12014,5533
2002/6/6,0.017911996,13733,5633
2002/6/7,-0.03119337,13815,5460
2002/6/10,-0.072095347,15341,5471
2002/6/11,-0.001463326,10938,5463
2002/6/12,-0.01754269,16118,5368
2002/6/13,0.019736876,12031,5475
2002/6/14,0.012884671,16029,5546
2002/6/17,0.012364641,9387,5615
2002/6/18,0.006213957,8093,5650
2002/6/19,-0.018758924,5768,5545
2002/6/20,-0.038420312,5469,5336
2002/6/21,0.000936593,15062,5341
2002/6/24,0.011356354,21121,5402
2002/6/25,0.007009805,17214,5440
2002/6/26,-0.03440878,20902,5256
2002/6/27,-0.017852475,19106,5163
2002/6/28,-0.001550688,18222,5155
2002/7/1,-0.064294351,13262,5120
2002/7/2,-0.046286936,12779,4876
2002/7/3,0.018576386,14198,4890
2002/7/4,0.012382822,22802,5038
2002/7/5,0.008302084,15766,5080
2002/7/8,0.032916815,18970,5250
2002/7/9,0.003992021,16577,5271
2002/7/10,0.026406083,11773,5257
2002/7/11,-0.028361118,13867,5110
2002/7/12,0.021297998,16549,5220
2002/7/15,0.030376829,18070,5381
2002/7/16,0.003339521,9956,5399
2002/7/17,-0.025892628,8263,5261
2002/7/18,-0.009165617,4881,5213
2002/7/19,-0.020543358,19780,5107
2002/7/22,0.035063032,14418,5050
2002/7/23,-0.00875105,11457,5006
2002/7/24,0.018603347,20121,5100
2002/7/25,0.018648559,19132,5196
2002/7/26,-0.056207908,19257,4912
2002/7/29,-0.023065273,18810,4800
2002/7/30,0.015220994,16069,4965
2002/7/31,0.002213058,19243,4976
2002/8/1,-0.071965005,14840,4905
2002/8/2,-0.017355808,14453,4798
2002/8/5,-0.006299895,15188,4747
2002/8/6,-0.057443464,17328,4482
2002/8/7,0.036797844,19542,4650
2002/8/8,0.003863495,15983,4668
2002/8/9,0.01467331,20687,4737
2002/8/12,-0.026861119,18914,4775
2002/8/13,-0.001257335,10566,4769
2002/8/14,-0.008211437,7607,4730
2002/8/15,0.042224816,17840,4934
2002/8/16,-0.001419735,15322,4927
2002/8/19,-0.009175312,11908,4882
2002/8/20,0.02612511,7634,4925
2002/8/21,-0.010614511,7410,4873
2002/8/22,0.004095848,5949,4893
2002/8/23,0.017624279,17868,4980
2002/8/26,-0.012121361,13184,4920
2002/8/27,0.003854351,11617,4939
2002/8/28,-0.028338652,13650,4801
2002/8/29,-0.008996818,13650,4758
2002/8/30,0.003985323,14247,4777
2002/9/2,0.058776436,12073,4730
2002/9/3,0.08884662,12654,4611
2002/9/4,0.09402895,16800,4524
2002/9/5,0.014047641,19469,4588
2002/9/9,-0.023821153,15890,4480
2002/9/10,-0.045565477,15222,4526
2002/9/11,0.029176901,22962,4660
2002/9/12,-0.005163523,13511,4636
2002/9/13,-0.01740688,16917,4556
2002/9/16,-0.001317813,12761,4550
2002/9/17,-0.013274531,12862,4490
2002/9/18,0.012175026,11185,4545
2002/9/19,-0.018878962,4821,4460
2002/9/20,-0.094148065,23713,4305
2002/9/23,0.010628566,17764,4351
2002/9/24,-0.011790681,16837,4300
2002/9/25,-0.007001195,21308,4270
2002/9/26,-0.007286435,20813,4239
2002/9/27,-0.004729259,19621,4219
2002/9/30,-0.113077145,21991,4118
2002/10/1,-0.346774478,17725,4111
2002/10/2,-0.019918643,23445,4225
2002/10/3,-0.099955097,22807,4081
2002/10/4,-0.105509203,16284,4035
2002/10/7,-0.008711941,21704,4000
2002/10/8,-0.022501265,17827,3911
2002/10/9,0.007133788,20346,3939
2002/10/11,-0.045790532,22205,3927
2002/10/14,-0.0148797,22001,3869
2002/10/15,0.01564335,18596,3930
2002/10/16,0.076866795,12044,4244
2002/10/17,-0.018789945,6178,4165
2002/10/18,0.034221628,28328,4310
2002/10/21,0.029156584,27901,4350
2002/10/22,0.013698844,17425,4410
2002/10/23,-0.022009141,26720,4314
2002/10/24,0.056114754,34992,4563
2002/10/25,-0.013902905,27494,4500
2002/10/28,0.015435808,25385,4570
2002/10/29,-0.013216051,23647,4510
2002/10/30,0.097957538,16395,4501
2002/10/31,-0.003784089,26769,4484
2002/11/1,0.145957047,24792,4558
2002/11/4,-0.012567879,22456,4586
2002/11/5,0.004134485,22066,4605
2002/11/6,-0.008067197,19679,4568
2002/11/7,0.032097532,32593,4717
2002/11/8,-0.003823284,21177,4699
2002/11/11,0.038097796,21916,4735
2002/11/12,-0.023289163,18773,4626
2002/11/13,0.009466508,18946,4670
2002/11/14,-0.000428357,18427,4668
2002/11/15,0.020566823,20953,4765
2002/11/18,0.009399547,19786,4810
2002/11/19,-0.004584296,9950,4788
2002/11/20,-0.016212588,7152,4711
2002/11/21,0.004025003,5248,4730
2002/11/22,-0.001057642,22223,4725
2002/11/25,0.001269036,20196,4731
2002/11/26,-0.001904158,16618,4722
2002/11/27,-0.017518072,16031,4640
2002/11/28,0.017094433,17410,4720
2002/11/29,-0.016232736,21260,4644
2002/12/2,0.032940049,14076,4660
2002/12/3,0.037928482,13998,4702
2002/12/4,0.071013775,22769,4741
2002/12/5,0.002107038,10321,4751
2002/12/6,-0.002740016,11363,4738
2002/12/9,0.008825441,7692,4780
2002/12/10,0.010794898,17733,4750
2002/12/11,-0.004219416,14054,4730
2002/12/12,-0.00849262,18522,4690
2002/12/13,-0.004487666,14773,4669
2002/12/16,-0.018809332,13890,4582
2002/12/17,0.012363242,10434,4639
2002/12/18,-0.019151837,7422,4551
2002/12/19,-0.00927159,6120,4509
2002/12/20,-0.023888215,16366,4550
2002/12/23,0.00416713,18771,4569
2002/12/24,-0.00416713,8241,4550
2002/12/25,-0.006615239,9859,4520
2002/12/26,-0.007104826,12246,4488
2002/12/27,0.0086523,12472,4527
2002/12/30,-0.054634517,9300,4452
2002/12/31,-0.008119124,11333,4416
2003/1/2,-0.111237567,8319,4411
2003/1/3,-0.08545373,15259,4551
2003/1/6,0.004822456,17260,4573
2003/1/7,0.024623274,14620,4687
2003/1/8,-0.007925499,14614,4650
2003/1/9,0.024430318,21966,4765
2003/1/10,0.078324199,14066,4845
2003/1/13,0.00473593,14898,4868
2003/1/14,0.031742279,15346,5025
2003/1/15,0.012459372,7170,5088
2003/1/16,-0.019448916,5638,4990
2003/1/17,-0.012096922,15161,4930
2003/1/20,0.103499797,15063,4892
2003/1/21,0.015416127,11749,4968
2003/1/22,-0.011743403,19909,4910
2003/1/23,0.017763891,15666,4998
2003/1/24,0.017257197,19929,5085
2003/1/27,-0.01406103,14151,5014
2003/1/28,-0.011433281,14373,4957
2003/2/6,0.126962244,11263,5007
2003/2/7,-0.046187204,14078,4781
2003/2/10,-0.226259018,18974,4679
2003/2/11,-0.002139496,12415,4669
2003/2/12,-0.010766685,13808,4619
2003/2/13,-0.001950374,15989,4610
2003/2/14,-0.021487343,17777,4512
2003/2/17,0.014958484,14580,4580
2003/2/18,0.022026371,15292,4682
2003/2/19,-0.000427259,6717,4680
2003/2/20,-0.031252544,5247,4536
2003/2/21,0.006591982,16371,4566
2003/2/24,0.001969151,11619,4575
2003/2/25,-0.007679687,15679,4540
2003/2/26,-0.013303966,18875,4480
2003/2/27,-0.015748357,14991,4410
2003/3/3,-0.009610086,18702,4453
2003/3/4,0.011498267,15329,4461
2003/3/5,-0.013768415,12700,4400
2003/3/6,0.002270149,13659,4410
2003/3/7,-0.01415872,10631,4348
2003/3/10,-0.087601005,16370,4380
2003/3/11,-0.024264622,11452,4275
2003/3/12,-0.003514942,18339,4260
2003/3/13,0.003046996,14060,4273
2003/3/14,0.056195837,21863,4520
2003/3/17,-0.022372298,18010,4420
2003/3/18,0.006989094,11793,4451
2003/3/19,0.017813876,10169,4531
2003/3/20,0.006379958,3633,4560
2003/3/21,0.003065472,29044,4574
2003/3/24,0.012168772,10605,4630
2003/3/25,-0.038978842,12320,4453
2003/3/26,0.01049937,14576,4500
2003/3/27,-0.009825894,10054,4456
2003/3/28,0.00893661,13048,4496
2003/3/31,-0.009703337,13303,4410
2003/4/1,-0.020212095,20548,4261
2003/4/2,-0.079378274,11775,4285
2003/4/3,0.046704729,19249,4383
2003/4/4,0.017090431,16437,4308
2003/4/7,0.043825835,29045,4501
2003/4/8,-0.004007129,24866,4483
2003/4/9,0.007112722,23023,4515
2003/4/10,0.052794162,13515,4492
2003/4/11,0.00731954,23910,4525
2003/4/14,-0.000884369,15063,4521
2003/4/15,-0.009333401,17139,4479
2003/4/16,0.006897346,6617,4510
2003/4/17,0.009489203,9014,4553
2003/4/18,0.018712469,15211,4639
2003/4/21,0.081746668,19087,4650
2003/4/22,-0.006472515,14028,4620
2003/4/23,-0.004338402,18081,4600
2003/4/24,-0.004357305,18575,4580
2003/4/25,-0.063083975,33455,4300
2003/4/28,-0.030459207,29307,4171
2003/4/29,0.002872877,29743,4183
2003/4/30,-0.034350093,27083,4235
2003/5/2,-0.031177585,30524,4105
2003/5/5,-0.062080145,23190,4200
2003/5/6,0.001189768,21099,4205
2003/5/7,0,19165,4205
2003/5/8,0.006400401,21543,4232
2003/5/9,-0.017881034,19439,4157
2003/5/12,-0.066385926,26441,4225
2003/5/13,0.017130537,20058,4298
2003/5/14,0.004410918,22869,4317
2003/5/15,-0.000695169,15350,4314
2003/5/16,0.004856062,22175,4335
2003/5/19,-0.023338282,20306,4235
2003/5/20,0.021210725,14173,4193
2003/5/21,0.009021904,8411,4231
2003/5/22,-0.008545032,7374,4195
2003/5/23,0.018890762,26811,4275
2003/5/26,0.019229134,28441,4358
2003/5/27,0.021340197,24792,4452
2003/5/28,0.030526591,16470,4590
2003/5/29,-0.026491615,29380,4470
2003/5/30,-0.000223739,19267,4469
2003/6/2,-0.098316683,46576,4559
2003/6/3,-0.057457055,35509,4650
2003/6/5,-0.02807643,19167,4706
2003/6/6,0.006143436,25384,4735
2003/6/9,-0.011042796,23063,4683
2003/6/10,0.136713718,34328,4766
2003/6/11,0.011473997,21787,4821
2003/6/12,-0.000207447,25452,4820
2003/6/13,0.010320009,28640,4870
2003/6/16,-0.00020536,18023,4869
2003/6/17,0.024346912,17056,4989
2003/6/18,0.006194445,14696,5020
2003/6/19,0.00199005,11387,5030
2003/6/20,0.097322153,30374,5025
2003/6/23,-0.005988042,26259,4995
2003/6/24,-0.022268127,23320,4885
2003/6/25,0.000204687,25968,4886
2003/6/26,0.005103614,22985,4911
2003/6/27,0.002846688,20537,4925
2003/6/30,0.040047501,28393,4840
2003/7/1,0.040181174,21108,4875
2003/7/2,-0.034683318,36268,5072
2003/7/3,-0.051225907,33444,5194
2003/7/4,-0.033109904,38945,5139
2003/7/7,0.015255679,30814,5218
2003/7/8,0.036134906,37537,5410
2003/7/9,-0.009471702,39373,5359
2003/7/10,0.095776272,29772,5365
2003/7/11,-0.03008457,39430,5206
2003/7/14,0.011269339,30215,5265
2003/7/15,0.029383605,34274,5422
2003/7/16,-0.012247323,18194,5356
2003/7/17,0.000746547,12426,5360
2003/7/18,-0.02054544,46382,5251
2003/7/21,0.040569597,35942,5282
2003/7/22,-0.008174173,33340,5239
2003/7/23,0.013461195,38329,5310
2003/7/24,0.002820876,37156,5325
2003/7/25,0.010275663,40588,5380
2003/7/28,0.01366091,24845,5454
2003/7/29,0.002380735,26930,5467
2003/7/30,0.028657431,39263,5345
2003/7/31,-0.006193132,30831,5312
2003/8/1,0,32565,5359
2003/8/4,-0.042015312,32894,5360
2003/8/5,0.005395864,21244,5389
2003/8/6,-0.033779983,37517,5210
2003/8/7,0.004786989,20192,5235
2003/8/8,0.008748629,40112,5281
2003/8/11,-0.030118765,28656,5200
2003/8/12,0.011472401,23654,5260
2003/8/13,0.010401985,25445,5315
2003/8/14,0.02764811,45988,5464
2003/8/15,0.004747133,33203,5490
2003/8/18,0.007440375,35813,5531
2003/8/19,0.019515434,22041,5640
2003/8/20,-0.017348195,17227,5543
2003/8/21,0.00036075,8073,5545
2003/8/22,0.014146534,45103,5624
2003/8/25,-0.002670704,35145,5609
2003/8/26,0.003736992,34143,5630
2003/8/27,-0.008920666,38890,5580
2003/8/28,-0.00377054,28152,5559
2003/8/29,0.005561051,30378,5590
2003/9/1,0.074594774,45482,5690
2003/9/2,-0.008161893,29607,5735
2003/9/3,0.019214565,29132,5780
2003/9/4,-0.00105671,34695,5675
2003/9/5,0.000880669,33084,5680
2003/9/8,-0.001938497,41855,5669
2003/9/9,0.020774073,46555,5788
2003/9/10,-0.00211119,39280,5678
2003/9/12,-0.006006024,36114,5644
2003/9/15,0.004596084,27882,5670
2003/9/16,-0.00619197,20867,5635
2003/9/17,0.021593045,26867,5758
2003/9/18,-0.001390337,12218,5750
2003/9/19,0.005549789,38488,5782
2003/9/22,-0.003143558,36540,5717
2003/9/23,-0.006316919,31598,5681
2003/9/24,0.00736587,24963,5723
2003/9/25,-0.011069251,33698,5660
2003/9/26,0.00141243,29743,5668
2003/9/29,0.000352796,29079,5670
2003/9/30,-0.017276409,18729,5681
2003/10/1,0.165923411,21026,5625
2003/10/2,-0.070063579,25553,5663
2003/10/3,-0.077155613,37650,5710
2003/10/6,-0.0588405,26731,5775
2003/10/7,0.011706107,36776,5843
2003/10/8,0.001197298,20643,5850
2003/10/9,-0.003424661,23986,5830
2003/10/13,0.054488185,25170,5940
2003/10/14,0.015369497,25046,6032
2003/10/15,-0.005319161,18613,6000
2003/10/16,-0.005850414,11556,5965
2003/10/17,0.018108311,34726,6074
2003/10/20,0.067756013,16855,6060
2003/10/21,0.006251048,23731,6098
2003/10/22,-0.007076472,33613,6055
2003/10/23,-0.012463809,23581,5980
2003/10/24,-0.002511512,31506,5965
2003/10/27,0.001675042,17700,5975
2003/10/28,0.004841816,16968,6004
2003/10/29,0.026948722,40874,6168
2003/10/30,0.074233058,27983,6150
2003/10/31,-0.004073325,26265,6125
2003/11/3,0.040355173,32531,6068
2003/11/4,0.016669776,31713,6170
2003/11/5,-0.006667233,26749,6129
2003/11/6,0.008448466,29556,6181
2003/11/7,-0.023904216,45339,6035
2003/11/10,0.03406163,30177,6032
2003/11/11,-0.001825272,28387,6021
2003/11/12,0.001493652,30237,6030
2003/11/13,0.006611594,23476,6070
2003/11/14,-0.000329544,25553,6068
2003/11/17,-0.008274083,22455,6018
2003/11/18,-0.006668914,24092,5978
2003/11/19,-0.013133713,19621,5900
2003/11/20,0.002539147,19590,5915
2003/11/21,-0.010708014,28598,5852
2003/11/24,-0.001196888,28996,5845
2003/11/25,0.013425301,15635,5924
2003/11/26,-0.004568149,26658,5897
2003/11/27,-0.000339213,14552,5895
2003/11/28,-0.011430646,31806,5828
2003/12/1,-0.042999176,23855,5781
2003/12/2,0.021619703,35119,5938
2003/12/3,0.008819596,22366,5922
2003/12/4,0.000169506,19160,5900
2003/12/5,0.004734537,24327,5928
2003/12/8,-0.010854923,20587,5864
2003/12/9,0.000511465,17369,5867
2003/12/10,0.006723584,18817,5820
2003/12/11,0.003430535,19837,5840
2003/12/12,0.01664158,19515,5938
2003/12/15,-0.001348163,23749,5930
2003/12/16,-0.006428714,22083,5892
2003/12/17,0.002203951,15625,5905
2003/12/18,-0.020531089,18191,5785
2003/12/19,0.004484312,19272,5811
2003/12/22,-0.021791805,24275,5810
2003/12/23,0.00686109,28628,5850
2003/12/24,-0.000855066,14754,5845
2003/12/25,0.002563009,28124,5860
2003/12/26,0.00170503,17483,5870
2003/12/29,0,17939,5870
2003/12/30,-0.008819596,19040,5870
2003/12/31,0.004928211,31898,5899
2004/1/2,-0.070189895,16172,5900
2004/1/5,-0.04128287,40340,6074
2004/1/6,0.016005568,32440,6172
2004/1/7,-0.001459263,27231,6163
2004/1/8,0.004048261,44225,6188
2004/1/9,0.014439526,26881,6278
2004/1/12,0.078073836,32732,6258
2004/1/13,0.00478241,16269,6288
2004/1/14,-0.007662873,24587,6240
2004/1/15,0.011472401,33200,6312
2004/1/16,0.002689662,18596,6329
2004/1/27,0.069557684,17175,6325
2004/1/28,0.007089435,15779,6370
2004/1/29,-0.005983328,24205,6332
2004/1/30,-0.000315906,29564,6330
2004/2/2,-0.042232764,24339,6375
2004/2/3,-0.068844712,24701,6300
2004/2/4,-0.00876849,28982,6245
2004/2/5,-0.005298238,20372,6212
2004/2/6,0.010887075,33174,6280
2004/2/9,0.020177229,38273,6408
2004/2/10,0.094320877,28972,6466
2004/2/11,0.003242495,27112,6487
2004/2/12,0.000154143,29140,6488
2004/2/13,-0.008202476,70687,6435
2004/2/16,0.017713209,41895,6550
2004/2/17,0.004569696,22087,6580
2004/2/18,0.005758464,18516,6618
2004/2/19,0.004823645,12416,6650
2004/2/20,0.04748212,33802,6685
2004/2/23,0.001942764,20908,6698
2004/2/24,-0.00343977,28059,6675
2004/2/25,-0.004504512,30465,6645
2004/2/26,0.009287065,25951,6707
2004/2/27,0.006242589,29217,6749
2004/3/1,0.063777464,27525,6830
2004/3/2,0.024735477,38022,6999
2004/3/3,0.095892488,40356,7043
2004/3/4,0.075884698,31199,7020
